excitement,engagement,frustration,smile,laugh,clench,minExcitement,minEngagement,minFrustration,maxExcitement,maxEngagement,maxFrustration,MeanExcitement,MeanEngagement,MeanFrustration,class
0.5506689654545444,0.5522387999999988,0.23627887543123496,0.0,0.0,0.0,0.5243956399999989,0.5522387999999989,0.23137433999999957,0.600863699999999,0.5522387999999989,0.2401245199999996,0.5534666148028565,0.5522387999999989,0.2364733025164573,relaxed
0.5339022176923067,0.5522387999999987,0.24819674846153805,0.0,0.0,0.0,0.4792967699999991,0.5522387999999989,0.21412045999999954,0.616749169999999,0.5522387999999989,0.40972476999999974,0.5318047249511836,0.5522387999999989,0.24454047964187212,relaxed
0.5624136311421901,0.5522387999999988,0.46384387410256317,0.0,0.0,0.0,0.47929676999999904,0.5522387999999989,0.39910667999999916,0.6184405999999989,0.5522387999999989,0.5411656999999992,0.5564826390856549,0.5522387999999989,0.4657503514675996,relaxed
0.5665923290326328,0.5522387999999988,0.33661150960372893,0.0,0.0,0.0,0.5346287499999989,0.5522387999999989,0.2935214599999994,0.605907599999999,0.5522387999999989,0.39910667999999927,0.5690836129906666,0.5522387999999989,0.33965268766008916,relaxed
0.46865678305361214,0.5522387999999988,0.2710442527738922,0.0,0.0,0.0,0.33376997999999924,0.5522387999999989,0.2523783699999995,0.553113399999999,0.5522387999999989,0.29352145999999946,0.4724635380950357,0.5522387999999989,0.27258840747581053,relaxed
0.2790242428321673,0.5522387999999988,0.23892056093240044,0.0,0.0,0.0,0.24523179999999947,0.5522387999999989,0.2190149699999996,0.3337699799999996,0.5522387999999989,0.2523783699999996,0.2799401457877999,0.5522387999999989,0.24014523013561878,relaxed
0.23384982454545403,0.5522387999999987,0.20972164272727234,0.0,0.0,0.0,0.20544802999999956,0.5522387999999989,0.2019733499999996,0.27385284999999954,0.5522387999999989,0.21901496999999964,0.23294851933598687,0.5522387999999989,0.20963459978506835,relaxed
0.24628492230769183,0.5522387999999987,0.2326359438461534,0.0,0.0,0.0,0.22155463999999955,0.5522387999999989,0.22376809999999955,0.2646661699999995,0.5522387999999989,0.23809965999999957,0.24583131566376637,0.5522387999999989,0.2325663242520235,relaxed
0.3892699990909083,0.5522387999999987,0.22465477363636321,0.0,0.0,0.0,0.25914912999999923,0.5522387999999989,0.21966547999999958,0.44934904999999936,0.5522387999999989,0.22698594999999958,0.38504125756998686,0.5522387999999989,0.2246407108791584,relaxed
0.3131886269230762,0.5522387999999987,0.2171689599999996,0.0,0.0,0.0,0.2727378999999994,0.5522387999999989,0.2098083999999996,0.37160519999999936,0.5522387999999989,0.2218147199999996,0.3114329273741598,0.5522387999999989,0.21714572821147618,relaxed
